order_id,date,client_id,produit,categorie,prix_unitaire,quantite,ville,canal,chiffre_affaires
624,2024-11-20,384,Chargeur rapide,Audio,206.1,1,Guillet,Web,206.1
625,2025-03-02,339,Souris,Informatique,75.64,3,Sainte Jacques-les-Bains,Web,226.92
626,2025-08-29,240,Webcam HD,Informatqiue,-16.31,2,,Web,-32.62
627,2025-08-20,438,Enceinte Bluetooth,Informatique,-29.0,2,Le Gall,Marketplace,-58.0
628,2025-10-06,152,Souris,Informatique,144.93,1,Louis,Web,144.93
629,2025-05-22,358,Webcam HD,Informatique,190.57,1,Adam,Marketplace,190.57
630,2025-06-01,328,Souris,Informatqiue,-139.39,3,,Web,-418.17
631,2025-03-13,82,Casque Bluetooth,Audio,147.84,1,,Web,147.84
632,2024-12-18,150,Batterie externe,Informatqiue,117.9,2,Saint Guillaume-sur-Mer,Web,235.8
633,2025-04-19,12,Casque Bluetooth,Audio,163.37,1,Pariss,Boutique,163.37
634,2025-10-24,443,Chargeur rapide,Audio,75.23,1,Blanchet,Web,75.23
635,2025-01-13,83,Écran 24 pouces,Informatique,-21.91,3,Marchal-sur-Duhamel,Web,-65.73
636,2025-01-06,191,Écran 24 pouces,Informatqiue,27.2,2,,Web,54.4
637,2025-03-10,13,Casque Bluetooth,Informatique,217.08,1,Vaillantdan,Web,217.08
638,2024-11-25,14,Disque SSD,Informatique,62.14,1,Pariss,Web,62.14
639,2025-03-29,422,Écran 24 pouces,Informatqiue,98.29,2,Pariss,Marketplace,196.58
640,2025-01-23,300,Webcam HD,Informatqiue,139.24,-1,Bouvetboeuf,Boutique,-139.24
641,2025-06-24,440,Écran 24 pouces,Informatique,77.44,2,Bailly,Web,154.88
642,2025-03-11,232,Webcam HD,Informatique,25.39,2,Sainte Henri,Marketplace,50.78
643,2025-04-04,184,Casque Bluetooth,Informatique,51.43,5,,Web,257.15
644,2024-11-27,59,Batterie externe,Informatique,170.12,3,Valette,Web,510.36
645,2025-06-28,167,Chargeur rapide,Informatique,110.37,2,Saint Marthe,Marketplace,220.74
646,2025-02-08,293,Disque SSD,Informatique,154.81,1,,Boutique,154.81
647,2025-10-28,61,Casque Bluetooth,Audio,144.09,2,Thomas,Web,288.18
648,2025-02-15,335,Clavier,Informatique,33.56,3,,Web,100.68
649,2025-08-12,289,Batterie externe,Informatique,114.46,1,Bernard,Web,114.46
650,2025-06-01,308,Souris,Accessoire,77.11,3,Pariss,Web,231.33
651,2025-03-20,239,Enceinte Bluetooth,Accessoire,-170.39,1,Guibert,Web,-170.39
652,2025-05-25,94,Chargeur rapide,Audio,172.1,1,,Web,172.1
653,2025-09-19,465,Enceinte Bluetooth,Informatique,47.0,1,Imbert,Web,47.0
654,2025-04-26,201,Câble USB-C,Informatique,147.67,5,Pariss,Web,738.35
655,2024-12-20,465,Souris,Audio,151.3,1,Besnarddan,Web,151.3
656,2025-02-10,492,Enceinte Bluetooth,Audio,-159.6,1,Maury,Web,-159.6
657,2025-09-22,495,Webcam HD,Accessoire,42.4,1,Loiseau,Boutique,42.4
658,2025-09-22,150,Câble USB-C,Informatqiue,32.73,10,Boucher,Boutique,327.3
659,2025-10-21,312,Câble USB-C,Informatique,60.31,3,,Web,180.93
660,2025-04-11,252,Câble USB-C,Accessoire,174.98,3,Loiseau,Boutique,524.94
661,2025-09-24,395,Casque Bluetooth,Informatique,182.93,1,Pariss,Web,182.93
662,2025-04-12,224,Clavier,Informatique,107.7,2,Moreno,Boutique,215.4
663,2025-08-02,362,Écran 24 pouces,Informatique,98.06,1,Vaillantdan,Web,98.06
664,2024-12-02,409,Câble USB-C,Informatqiue,163.65,1,Pichon,Boutique,163.65
665,2025-03-20,49,Webcam HD,Informatique,7.55,1,,Web,7.55
666,2025-01-04,355,Enceinte Bluetooth,Informatique,-177.75,10,Lagarde,Web,-1777.5
667,2025-09-29,362,Casque Bluetooth,Audio,90.3,1,Blanc-sur-Mer,Web,90.3
668,2025-07-13,276,Disque SSD,Informatique,129.96,2,Saint ThibaultVille,Web,259.92
669,2025-02-03,218,Écran 24 pouces,Informatique,191.99,2,Maurice,Web,383.98
670,2025-08-24,18,Webcam HD,Accessoire,44.26,5,Petit-sur-Mer,Web,221.3
671,2025-02-26,403,Chargeur rapide,Informatique,60.5,3,Marindan,Web,181.5
672,2025-09-11,153,Casque Bluetooth,Informatique,51.07,2,,Boutique,102.14
673,2025-03-13,422,Casque Bluetooth,Informatique,123.74,2,Pariss,Boutique,247.48
674,2024-11-01,346,Batterie externe,Informatique,54.09,10,Joseph,Web,540.9
675,2024-12-25,46,Enceinte Bluetooth,Informatique,-196.17,10,LeclercBourg,Web,-1961.7
676,2025-09-21,492,Casque Bluetooth,Accessoire,140.05,2,Hubertnec,Web,280.1
677,2025-07-24,166,Souris,Informatique,100.96,2,LegrosBourg,Marketplace,201.92
678,2025-07-09,461,Chargeur rapide,Informatique,173.94,1,Simon,Web,173.94
679,2025-08-04,300,Écran 24 pouces,Accessoire,-16.22,1,,Web,-16.22
680,2025-06-06,390,Chargeur rapide,Informatique,156.46,2,Hubertnec,Web,312.92
681,2025-08-23,83,Casque Bluetooth,Audio,83.46,1,Pariss,Web,83.46
682,2025-05-12,14,Écran 24 pouces,Audio,86.2,1,Clémentnec,Boutique,86.2
683,2025-07-01,238,Batterie externe,Informatique,138.25,2,,Web,276.5
684,2025-02-06,283,Enceinte Bluetooth,Audio,72.59,1,,Web,72.59
685,2024-12-09,277,Chargeur rapide,Accessoire,44.5,1,Imbert,Web,44.5
686,2025-02-17,215,Enceinte Bluetooth,Informatique,25.73,3,,Boutique,77.19
687,2024-11-10,201,Enceinte Bluetooth,Informatqiue,62.04,5,Caron,Boutique,310.2
688,2025-05-18,266,Batterie externe,Informatique,145.41,2,Martins,Web,290.82
689,2025-02-26,383,Écran 24 pouces,Informatique,113.44,2,Rolland-sur-Mer,Web,226.88
690,2025-10-22,28,Enceinte Bluetooth,Informatique,44.22,2,Saint Thomasdan,Marketplace,88.44
691,2025-03-05,1,Disque SSD,Informatique,159.44,5,Vidal,Web,797.2
692,2025-10-19,332,Clavier,Accessoire,55.29,5,Sainte Aurélienec,Web,276.45
693,2025-04-20,497,Casque Bluetooth,Informatqiue,143.17,3,,Web,429.51
694,2025-05-16,173,Câble USB-C,Informatique,151.5,2,Deschampsboeuf,Boutique,303.0
695,2025-06-25,318,Chargeur rapide,Accessoire,81.8,2,Boulay,Web,163.6
696,2025-06-20,251,Chargeur rapide,Informatique,58.26,5,,Boutique,291.3
697,2025-04-30,187,Câble USB-C,Audio,41.8,-1,Alves-sur-Besnard,Web,-41.8
698,2024-12-25,201,Écran 24 pouces,Informatique,96.14,3,Gilbertnec,Boutique,288.42
699,2025-01-09,32,Clavier,Audio,-19.11,2,Maillard-sur-Collin,Marketplace,-38.22
700,2025-02-02,464,Webcam HD,Audio,-19.6,2,Normand-la-Forêt,Marketplace,-39.2
701,2025-07-25,257,Enceinte Bluetooth,Informatique,67.88,1,Dupont,Web,67.88
702,2025-10-12,373,Câble USB-C,Audio,70.51,10,Noëldan,Boutique,705.1
703,2025-03-03,209,Clavier,Accessoire,180.13,2,Hebert,Web,360.26
704,2025-07-27,37,Écran 24 pouces,Audio,221.39,1,Brunet,Web,221.39
705,2025-02-23,106,Webcam HD,Audio,66.75,3,,Web,200.25
706,2025-07-11,144,Webcam HD,Audio,42.73,1,Saint Paulboeuf,Boutique,42.73
707,2024-12-09,173,Webcam HD,Accessoire,100.74,2,Brunet,Web,201.48
708,2024-11-23,413,Souris,Informatique,17.71,1,Lefèvre-sur-Guibert,Marketplace,17.71
709,2025-02-28,82,Enceinte Bluetooth,Informatqiue,-103.43,5,Meunier,Web,-517.15
710,2025-06-14,359,Casque Bluetooth,Audio,29.87,3,,Boutique,89.61
711,2025-06-03,443,Câble USB-C,Informatique,35.49,2,Le Goff,Web,70.98
712,2025-01-01,102,Webcam HD,Informatique,76.16,2,,Boutique,152.32
713,2025-06-16,288,Enceinte Bluetooth,Audio,-85.02,1,Pichon-sur-Mer,Web,-85.02
714,2025-09-15,178,Chargeur rapide,Informatqiue,124.24,2,RenaultBourg,Boutique,248.48
715,2025-09-27,254,Disque SSD,Accessoire,22.02,0,Baron-sur-Marion,Web,0.0
716,2024-12-07,53,Enceinte Bluetooth,Informatique,65.57,2,Sainte Lucieboeuf,Boutique,131.14
717,2025-08-29,370,Enceinte Bluetooth,Informatique,-110.09,1,Klein,Web,-110.09
718,2025-05-07,323,Webcam HD,Informatique,29.94,2,Pariss,Web,59.88
719,2025-04-05,76,Casque Bluetooth,Informatqiue,191.92,2,Pariss,Boutique,383.84
720,2025-03-04,356,Casque Bluetooth,Audio,152.74,2,Gonzalez-sur-Perrin,Web,305.48
721,2025-10-26,361,Câble USB-C,Informatique,100.4,2,Pauldan,Boutique,200.8
722,2025-02-24,307,Casque Bluetooth,Informatique,43.88,3,,Boutique,131.64
723,2025-03-24,454,Câble USB-C,Informatique,192.06,5,,Web,960.3
724,2024-10-29,312,Webcam HD,Informatique,59.91,2,Humbert,Boutique,119.82
725,2025-09-26,378,Webcam HD,Informatique,130.58,10,Bèguedan,Web,1305.8
726,2025-01-19,165,Webcam HD,Informatique,164.99,10,Sainte Aurélienec,Web,1649.9
727,2025-04-22,489,Clavier,Informatique,42.62,2,Sainte Amélie,Web,85.24
728,2025-02-04,23,Clavier,Audio,-76.85,1,Lebreton,Boutique,-76.85
729,2024-11-25,274,Chargeur rapide,Audio,176.8,2,Le Roux,Web,353.6
730,2024-12-25,31,Écran 24 pouces,Informatique,104.71,3,Boucher,Web,314.13
731,2025-04-05,296,Câble USB-C,Informatique,74.57,1,Saint Lucie,Marketplace,74.57
732,2025-02-23,254,Batterie externe,Audio,120.19,2,Pariss,Marketplace,240.38
733,2024-12-20,181,Batterie externe,Accessoire,115.5,3,Lebon-les-Bains,Web,346.5
734,2025-03-13,57,Webcam HD,Informatqiue,6.45,5,,Web,32.25
735,2024-12-21,3,Batterie externe,Informatqiue,123.03,2,Sainte Laurencedan,Boutique,246.06
736,2025-07-24,451,Casque Bluetooth,Audio,62.56,1,Saint Capucine,Boutique,62.56
737,2025-02-22,498,Clavier,Informatique,-15.81,2,,Boutique,-31.62
738,2025-06-25,389,Clavier,Audio,-86.16,1,Sainte Élodie,Boutique,-86.16
739,2025-01-23,46,Disque SSD,Informatique,9.67,2,Chrétien-sur-Legros,Web,19.34
740,2025-07-24,421,Enceinte Bluetooth,Informatqiue,-174.58,10,Monnier,Web,-1745.8
741,2025-02-04,355,Disque SSD,Informatqiue,11.14,3,Dos Santos-la-Forêt,Web,33.42
742,2024-12-27,40,Casque Bluetooth,Audio,169.42,3,Meyerboeuf,Web,508.26
743,2025-07-19,181,Casque Bluetooth,Informatique,157.96,1,,Web,157.96
744,2025-09-02,490,Chargeur rapide,Informatique,74.16,2,Ollivier,Marketplace,148.32
745,2025-07-09,147,Souris,Audio,24.11,2,Girard,Web,48.22
746,2025-09-16,187,Chargeur rapide,Audio,130.33,5,Martineau,Boutique,651.65
747,2025-04-06,374,Chargeur rapide,Informatique,157.74,10,JulienBourg,Web,1577.4
748,2025-08-13,76,Disque SSD,Informatique,160.13,1,,Web,160.13
749,2024-11-20,153,Casque Bluetooth,Audio,66.21,2,Rossi,Web,132.42
750,2024-12-22,4,Batterie externe,Audio,110.68,3,Dos Santos-la-Forêt,Web,332.04
751,2025-08-29,253,Souris,Informatique,159.79,3,Saint Anastasie-la-Forêt,Boutique,479.37
752,2024-11-17,454,Câble USB-C,Informatique,179.57,1,Le Gall-sur-Lemaire,Boutique,179.57
753,2025-07-19,96,Casque Bluetooth,Informatique,71.3,1,Devaux,Web,71.3
754,2025-09-11,434,Webcam HD,Accessoire,33.33,3,Devaux,Web,99.99
755,2025-05-02,113,Casque Bluetooth,Informatique,90.44,1,PotierVille,Boutique,90.44
756,2025-07-24,91,Câble USB-C,Informatique,98.82,10,Pariss,Boutique,988.2
757,2025-10-16,5,Chargeur rapide,Audio,99.65,2,Saint Richardnec,Boutique,199.3
758,2025-01-03,206,Chargeur rapide,Informatique,92.5,1,,Web,92.5
759,2025-03-19,97,Casque Bluetooth,Informatique,51.85,1,Lebon-les-Bains,Web,51.85
760,2025-06-05,3,Chargeur rapide,Informatqiue,206.67,3,,Boutique,620.01
761,2025-09-30,460,Clavier,Informatique,70.82,3,Lévêque,Web,212.46
762,2024-12-11,417,Casque Bluetooth,Informatique,142.87,1,Saint Guillaume-sur-Mer,Marketplace,142.87
763,2025-01-26,169,Écran 24 pouces,Informatique,88.64,5,Sainte Thierrydan,Web,443.2
764,2025-02-03,209,Écran 24 pouces,Informatqiue,86.83,1,Ruiz,Web,86.83
765,2024-10-30,324,Clavier,Informatique,136.57,0,Bousquet,Web,0.0
766,2025-02-10,67,Clavier,Informatique,150.13,2,Lévêque-sur-Mer,Marketplace,300.26
767,2025-09-10,387,Câble USB-C,Audio,143.68,2,Sainte Margot-la-Forêt,Marketplace,287.36
768,2025-09-14,40,Batterie externe,Informatique,178.64,-1,Sainte Thibaultdan,Web,-178.64
769,2025-02-03,193,Clavier,Informatique,63.38,1,Dos Santos,Web,63.38
770,2024-11-12,132,Câble USB-C,Informatique,160.92,2,Normand-la-Forêt,Web,321.84
771,2025-10-26,215,Enceinte Bluetooth,Informatique,-27.82,-1,Pottier-les-Bains,Web,27.82
772,2025-02-15,45,Webcam HD,Informatique,22.74,2,Sainte Charlotte,Boutique,45.48
773,2025-05-29,39,Enceinte Bluetooth,Informatique,-207.56,2,Ruiz,Web,-415.12
774,2025-10-13,125,Écran 24 pouces,Accessoire,22.91,2,Schneidernec,Web,45.82
775,2025-01-17,174,Écran 24 pouces,Accessoire,207.08,1,Saint Christiane,Web,207.08
776,2025-03-12,85,Chargeur rapide,Informatique,120.75,2,Henry,Boutique,241.5
777,2025-08-21,383,Casque Bluetooth,Accessoire,198.11,2,PotierVille,Boutique,396.22
778,2025-04-29,354,Câble USB-C,Informatique,57.06,0,,Boutique,0.0
779,2025-09-20,456,Souris,Informatique,67.73,3,Pons,Web,203.19
780,2025-08-12,178,Écran 24 pouces,Informatique,21.3,1,,Web,21.3
781,2025-04-06,41,Chargeur rapide,Informatqiue,77.06,2,,Web,154.12
782,2024-12-28,386,Écran 24 pouces,Informatique,83.78,1,Pottier-les-Bains,Web,83.78
783,2025-06-19,337,Casque Bluetooth,Informatique,32.83,2,Muller,Web,65.66
784,2025-08-30,462,Casque Bluetooth,Informatique,147.38,1,Saint Patricia,Boutique,147.38
785,2024-11-12,375,Casque Bluetooth,Accessoire,202.7,3,Lambert,Web,608.1
786,2025-03-29,88,Câble USB-C,Informatique,154.7,2,Prévost,Web,309.4
787,2025-03-11,418,Webcam HD,Informatique,107.31,1,,Web,107.31
788,2025-04-05,127,Chargeur rapide,Informatique,55.47,2,,Web,110.94
789,2025-02-06,168,Clavier,Informatique,62.69,1,Girard,Web,62.69
790,2024-12-28,37,Batterie externe,Informatqiue,101.7,2,Pariss,Web,203.4
791,2025-02-24,200,Chargeur rapide,Informatique,118.4,2,Marin,Boutique,236.8
792,2025-06-22,317,Souris,Informatqiue,164.24,1,Bèguedan,Web,164.24
793,2025-08-17,61,Écran 24 pouces,Informatique,99.0,1,Da Silva-les-Bains,Web,99.0
794,2025-01-16,135,Clavier,Accessoire,96.24,0,Pariss,Web,0.0
795,2024-12-11,82,Casque Bluetooth,Audio,111.85,2,LesageVille,Marketplace,223.7
796,2025-09-13,275,Disque SSD,Informatqiue,178.46,2,,Web,356.92
797,2024-12-05,365,Câble USB-C,Accessoire,198.05,1,Maurice,Web,198.05
798,2025-03-20,273,Chargeur rapide,Informatique,148.26,1,Saint Roger,Web,148.26
799,2025-10-11,420,Clavier,Informatique,144.47,1,Bouchet-la-Forêt,Boutique,144.47
800,2025-10-11,356,Câble USB-C,Audio,70.24,3,Dupré,Boutique,210.72
801,2024-11-29,490,Disque SSD,Audio,156.35,3,LeclercBourg,Web,469.05
802,2025-09-02,55,Écran 24 pouces,Audio,90.41,-1,Hoarau-sur-Mer,Web,-90.41
803,2025-06-25,149,Batterie externe,Informatique,130.62,2,,Web,261.24
804,2025-05-19,211,Écran 24 pouces,Informatique,175.82,2,,Web,351.64
805,2025-09-26,236,Câble USB-C,Informatique,34.22,5,,Web,171.1
806,2025-06-07,445,Clavier,Audio,-70.68,5,Hamel-sur-Cohen,Boutique,-353.4
807,2025-03-26,494,Clavier,Informatique,125.0,3,Pariss,Boutique,375.0
808,2025-02-13,490,Webcam HD,Informatqiue,182.29,3,Sainte Pauline,Boutique,546.87
809,2025-10-25,8,Disque SSD,Audio,25.16,1,,Marketplace,25.16
810,2025-10-08,63,Écran 24 pouces,Audio,-16.24,10,,Marketplace,-162.4
811,2025-09-06,322,Webcam HD,Informatique,70.18,3,Saint Guillaume-sur-Mer,Web,210.54
812,2025-06-27,353,Webcam HD,Informatqiue,26.46,5,Saint Aimé-sur-Mer,Web,132.3
813,2025-05-16,225,Clavier,Informatique,163.06,2,LabbéVille,Web,326.12
814,2025-10-18,338,Disque SSD,Informatqiue,29.7,2,Prévost,Web,59.4
815,2025-06-09,464,Écran 24 pouces,Informatique,114.93,1,ChauveauVille,Web,114.93
816,2025-05-05,388,Disque SSD,Audio,-190.49,10,Da Silva-les-Bains,Web,-1904.9
817,2025-04-02,6,Chargeur rapide,Informatique,75.74,1,Hervé,Boutique,75.74
818,2024-11-04,306,Batterie externe,Informatique,149.91,1,Ribeiro-les-Bains,Web,149.91
819,2025-08-11,455,Enceinte Bluetooth,Audio,70.85,1,,Web,70.85
820,2024-12-28,426,Câble USB-C,Informatique,180.24,2,Gilbertnec,Marketplace,360.48
821,2025-05-19,401,Câble USB-C,Informatique,25.69,1,Goncalves-sur-Roy,Web,25.69
822,2025-10-14,44,Chargeur rapide,Accessoire,158.94,0,Dias-sur-Bouvet,Boutique,0.0
823,2025-05-20,164,Chargeur rapide,Audio,52.34,-1,,Boutique,-52.34
824,2024-11-07,110,Écran 24 pouces,Informatique,80.59,2,Chauvindan,Boutique,161.18
825,2024-11-12,436,Clavier,Informatqiue,54.53,3,Bailly,Web,163.59
826,2025-01-09,65,Câble USB-C,Informatique,61.92,2,Pichon-sur-Mer,Boutique,123.84
827,2025-04-20,418,Clavier,Accessoire,-21.27,2,Launay-sur-Faivre,Boutique,-42.54
828,2025-02-26,185,Câble USB-C,Audio,138.86,1,PotierVille,Web,138.86
829,2025-05-19,309,Câble USB-C,Informatique,120.12,-1,Henry,Boutique,-120.12
830,2025-06-28,298,Souris,Informatique,40.61,-1,Guilbert,Boutique,-40.61
831,2025-07-27,39,Webcam HD,Accessoire,28.24,1,Saint Denis,Boutique,28.24
832,2025-01-13,271,Câble USB-C,Informatique,182.03,1,Guyon,Marketplace,182.03
833,2024-12-24,449,Casque Bluetooth,Audio,88.01,1,FischerBourg,Boutique,88.01
834,2025-10-22,205,Clavier,Audio,143.65,-1,Perez,Boutique,-143.65
835,2025-07-05,494,Disque SSD,Informatique,123.18,10,Jourdan-les-Bains,Boutique,1231.8
836,2024-12-30,436,Disque SSD,Informatique,10.35,2,Adam,Web,20.7
837,2025-07-12,253,Souris,Informatique,77.39,2,Hoarau-sur-Mer,Boutique,154.78
838,2024-12-23,416,Chargeur rapide,Informatique,61.22,1,,Marketplace,61.22
839,2025-08-20,43,Écran 24 pouces,Informatique,105.55,3,Sainte Élodie,Web,316.65
840,2025-05-21,432,Écran 24 pouces,Informatique,107.28,1,Meyer-sur-Pinto,Boutique,107.28
841,2024-12-23,428,Casque Bluetooth,Informatique,139.0,1,,Web,139.0
842,2025-06-30,126,Enceinte Bluetooth,Audio,49.83,3,Evrard-les-Bains,Web,149.49
843,2025-01-21,354,Clavier,Audio,156.97,1,Barthelemy,Web,156.97
844,2025-02-15,197,Câble USB-C,Audio,47.09,3,Rolland-sur-Lacombe,Web,141.27
845,2025-03-08,284,Webcam HD,Informatique,22.79,2,,Web,45.58
846,2024-12-28,405,Câble USB-C,Informatique,111.36,1,,Web,111.36
847,2025-10-18,477,Clavier,Informatique,128.21,1,Imbert,Web,128.21
848,2025-09-09,491,Écran 24 pouces,Accessoire,217.36,10,Guilbert,Boutique,2173.6
849,2025-06-09,405,Clavier,Audio,41.48,1,Chauvetdan,Web,41.48
850,2025-04-26,444,Webcam HD,Informatique,115.97,1,Sainte Charlotte,Web,115.97
851,2024-12-01,258,Webcam HD,Informatique,178.22,1,Hubert-la-Forêt,Web,178.22
852,2024-12-27,385,Disque SSD,Informatique,120.4,1,Sainte Jacques-les-Bains,Marketplace,120.4
853,2024-11-23,203,Câble USB-C,Informatique,28.05,3,Saint Georges-sur-Mer,Boutique,84.15
854,2025-04-07,251,Disque SSD,Informatique,67.24,2,Bernard,Web,134.48
855,2025-04-21,121,Batterie externe,Informatique,109.16,1,Sainte Roland,Web,109.16
856,2024-12-26,405,Écran 24 pouces,Informatique,22.48,10,Besnarddan,Web,224.8
857,2024-11-30,18,Clavier,Informatique,149.36,2,BuissonVille,Web,298.72
858,2025-05-20,87,Écran 24 pouces,Informatique,19.71,3,Toussaint,Web,59.13
859,2025-08-18,412,Clavier,Accessoire,163.31,1,Albertnec,Web,163.31
860,2025-03-12,384,Batterie externe,Informatique,168.86,3,Sanchez,Web,506.58
861,2025-10-20,211,Disque SSD,Audio,123.23,3,,Marketplace,369.69
862,2025-05-01,167,Webcam HD,Informatique,59.0,2,Paul,Boutique,118.0
863,2025-09-03,25,Chargeur rapide,Informatqiue,44.51,1,Sainte Grégoire,Web,44.51
864,2024-12-14,305,Webcam HD,Informatique,32.9,1,,Boutique,32.9
865,2025-08-08,283,Clavier,Informatique,61.44,5,MercierBourg,Marketplace,307.2
866,2025-03-07,54,Câble USB-C,Audio,79.65,1,Pariss,Boutique,79.65
867,2025-08-13,458,Chargeur rapide,Informatique,157.96,1,,Marketplace,157.96
868,2025-07-30,212,Webcam HD,Accessoire,28.33,2,Besnarddan,Web,56.66
869,2025-08-16,371,Disque SSD,Accessoire,-184.61,2,Lopezdan,Web,-369.22
870,2024-12-12,219,Batterie externe,Informatique,60.03,2,Dijoux-la-Forêt,Web,120.06
871,2025-10-05,39,Câble USB-C,Accessoire,87.41,1,Lévy,Boutique,87.41
872,2025-06-06,242,Casque Bluetooth,Informatique,214.13,10,Gillet,Boutique,2141.3
873,2025-01-10,154,Câble USB-C,Accessoire,119.63,5,Pottier-les-Bains,Boutique,598.15
874,2025-09-27,264,Souris,Audio,22.69,3,Sainte Bertrand,Web,68.07
875,2025-01-03,377,Clavier,Informatique,37.26,2,Saint Daniel,Boutique,74.52
876,2025-08-12,481,Clavier,Accessoire,115.69,2,Meunier,Boutique,231.38
877,2025-05-22,402,Écran 24 pouces,Audio,184.22,3,Cordier,Boutique,552.66
878,2025-01-16,328,Chargeur rapide,Informatqiue,162.2,1,Lévêque,Web,162.2
879,2025-10-04,133,Écran 24 pouces,Accessoire,102.26,1,,Web,102.26
880,2024-12-17,74,Disque SSD,Informatique,64.71,2,Michel,Web,129.42
881,2025-03-20,364,Webcam HD,Audio,134.87,1,Saint Virginie,Web,134.87
882,2025-02-17,137,Enceinte Bluetooth,Informatique,-172.46,1,Sainte Roland,Web,-172.46
883,2025-05-28,493,Câble USB-C,Informatique,68.14,2,Gosselin,Boutique,136.28
884,2025-01-02,39,Souris,Informatique,175.34,3,,Boutique,526.02
885,2025-10-20,131,Câble USB-C,Informatique,119.85,5,Sainte Amélie,Web,599.25
886,2025-01-22,430,Écran 24 pouces,Informatique,70.21,2,,Web,140.42
887,2025-07-19,103,Chargeur rapide,Audio,184.38,1,Huet,Boutique,184.38
888,2025-08-24,155,Écran 24 pouces,Informatique,81.07,2,Pariss,Web,162.14
889,2025-03-21,108,Disque SSD,Informatique,51.94,3,Mahe,Boutique,155.82
890,2024-12-17,473,Clavier,Informatique,38.24,5,De Sousa,Web,191.2
891,2025-04-05,186,Disque SSD,Audio,22.3,1,,Boutique,22.3
892,2025-03-15,100,Chargeur rapide,Informatique,130.66,3,Louis-sur-Fernandes,Web,391.98
893,2025-02-21,455,Câble USB-C,Informatique,105.02,1,Gilbertnec,Web,105.02
894,2025-09-08,308,Batterie externe,Informatique,157.3,2,,Web,314.6
895,2025-06-10,306,Écran 24 pouces,Audio,187.08,10,,Web,1870.8
896,2024-11-07,389,Disque SSD,Informatique,152.24,1,Faivre,Boutique,152.24
897,2025-04-17,79,Enceinte Bluetooth,Accessoire,67.1,2,Gaydan,Web,134.2
898,2025-05-05,25,Casque Bluetooth,Accessoire,27.98,1,Mahe,Web,27.98
899,2025-08-12,126,Chargeur rapide,Informatique,130.1,2,Aubry-sur-Rivière,Web,260.2
900,2024-10-29,351,Webcam HD,Informatique,6.67,1,Poirier,Boutique,6.67
901,2024-12-03,44,Disque SSD,Informatique,153.77,5,Saint LorraineBourg,Web,768.85
902,2025-10-24,175,Écran 24 pouces,Accessoire,-16.24,2,Sainte Thierrydan,Boutique,-32.48
903,2025-10-02,47,Câble USB-C,Informatique,136.26,10,Dos Santos-la-Forêt,Web,1362.6
904,2024-11-25,471,Écran 24 pouces,Informatique,122.21,1,Sainte Valentineboeuf,Web,122.21
905,2024-11-09,488,Enceinte Bluetooth,Informatique,-195.36,2,Saint XavierVille,Web,-390.72
906,2025-10-25,67,Souris,Informatique,146.0,1,,Web,146.0
907,2025-02-04,400,Disque SSD,Audio,153.46,5,Noëldan,Web,767.3
908,2025-06-02,121,Chargeur rapide,Informatique,161.59,1,Toussaintdan,Web,161.59
909,2025-09-13,128,Écran 24 pouces,Audio,115.24,2,,Web,230.48
910,2025-09-16,64,Clavier,Informatique,110.44,2,Saint Andréenec,Web,220.88
911,2025-06-12,424,Webcam HD,Audio,58.67,10,,Boutique,586.7
912,2024-11-04,375,Chargeur rapide,Informatique,213.01,3,Sainte Roland,Boutique,639.03
913,2025-06-14,408,Chargeur rapide,Informatique,82.6,1,Sainte Pauline,Web,82.6
914,2025-05-17,315,Chargeur rapide,Audio,69.89,3,Coste,Web,209.67
915,2025-09-23,460,Chargeur rapide,Audio,130.56,10,Henry,Boutique,1305.6
916,2025-09-23,37,Chargeur rapide,Informatique,63.3,2,Saint Christiane,Web,126.6
917,2025-05-08,60,Câble USB-C,Informatique,61.92,1,Bouvetboeuf,Marketplace,61.92
918,2025-03-14,408,Souris,Informatique,83.47,2,Saint LorraineBourg,Boutique,166.94
919,2025-05-18,118,Clavier,Audio,51.71,3,Pariss,Boutique,155.13
920,2025-02-15,474,Clavier,Informatique,90.11,1,Pauldan,Marketplace,90.11
921,2025-04-27,429,Webcam HD,Audio,-15.94,1,Bègue,Web,-15.94
922,2025-09-01,357,Clavier,Accessoire,138.04,2,Saint Claire,Web,276.08
923,2025-04-03,202,Webcam HD,Informatqiue,26.69,10,LesageVille,Boutique,266.9
924,2025-06-09,480,Clavier,Informatique,117.71,5,Le Roux,Boutique,588.55
925,2025-01-09,335,Casque Bluetooth,Informatqiue,75.37,2,Sainte Thierrydan,Web,150.74
926,2025-06-19,55,Webcam HD,Informatique,22.98,3,Diaz,Web,68.94
927,2025-08-21,229,Clavier,Audio,108.27,2,,Web,216.54
928,2025-09-29,329,Batterie externe,Audio,185.93,2,Sainte Michelle,Boutique,371.86
929,2025-10-08,29,Casque Bluetooth,Informatique,33.0,1,Le Goff,Web,33.0
930,2025-03-09,341,Chargeur rapide,Informatique,170.27,2,,Boutique,340.54
931,2025-03-17,217,Souris,Informatique,96.19,5,De Sousa,Web,480.95
932,2025-04-09,7,Disque SSD,Informatique,140.76,2,Sainte Anaïs,Web,281.52
933,2025-01-17,201,Batterie externe,Accessoire,173.86,1,Rolland-sur-Lacombe,Marketplace,173.86
934,2025-10-24,229,Batterie externe,Informatique,144.28,2,Pariss,Web,288.56
